transaction_id,order_id,product_id,product_quantity,customer_id,order_status,order_date,name_customer,surname,email,name_product,price_cents
31198,3119,39,2,53,open,2023-05-08,Sean,Moreno,zcarter@example.net,Paper Plates,1000
42397,4239,39,2,53,open,2023-06-24,Sean,Moreno,zcarter@example.net,Paper Plates,1000
257017,2570,39,4,373,open,2023-04-16,George,Robbins,gmartin@example.net,Paper Plates,1000
2470,247,39,1,465,open,2023-01-11,Corey,Taylor,adam28@example.com,Paper Plates,1000
2495,249,39,2,108,delivered,2023-01-11,William,Dunn,christopherwilson@example.org,Paper Plates,1000
7503,750,39,3,535,delivered,2023-02-03,Brandon,Gonzalez,sarahbradley@example.com,Paper Plates,1000
4103,410,39,2,891,delivered,2023-01-19,Michael,Owen,landerson@example.com,Paper Plates,1000
15843,1584,39,3,963,delivered,2023-03-06,Brittany,James,rmcdowell@example.net,Paper Plates,1000
23507,2350,39,2,358,open,2023-04-07,Amanda,Cox,jonathanhouse@example.net,Paper Plates,1000
2606,260,39,1,913,paid,2023-01-11,Beverly,Pena,henrybean@example.com,Paper Plates,1000
34232,3423,39,2,913,delivered,2023-05-20,Beverly,Pena,henrybean@example.com,Paper Plates,1000
73910,739,39,3,649,delivered,2023-02-03,Nancy,Perkins,grahamjames@example.org,Paper Plates,1000
8900,890,39,5,879,paid,2023-02-07,Tony,Martinez,stephenmoore@example.net,Paper Plates,1000
225512,2255,39,3,879,paid,2023-04-04,Tony,Martinez,stephenmoore@example.net,Paper Plates,1000
23081,2308,39,2,879,open,2023-04-05,Tony,Martinez,stephenmoore@example.net,Paper Plates,1000
230813,2308,39,2,879,open,2023-04-05,Tony,Martinez,stephenmoore@example.net,Paper Plates,1000
24487,2448,39,1,193,delivered,2023-04-11,Megan,Rose,carlsonmichele@example.org,Paper Plates,1000
39730,3973,39,3,193,delivered,2023-06-12,Megan,Rose,carlsonmichele@example.org,Paper Plates,1000
41393,4139,39,3,710,delivered,2023-06-20,Jessica,Anderson,garrettteresa@example.com,Paper Plates,1000
2682,268,39,3,718,delivered,2023-01-11,Jonathan,Santos,jamescampbell@example.net,Paper Plates,1000
26810,268,39,1,718,delivered,2023-01-11,Jonathan,Santos,jamescampbell@example.net,Paper Plates,1000
26812,2681,39,5,718,open,2023-04-21,Jonathan,Santos,jamescampbell@example.net,Paper Plates,1000
19254,1925,39,4,556,paid,2023-03-20,Jeremy,Duncan,lauren80@example.net,Paper Plates,1000
2731,273,39,2,421,delivered,2023-01-11,Stephen,Landry,brasmussen@example.com,Paper Plates,1000
27511,275,39,1,527,open,2023-01-11,Wanda,Hawkins,christinenguyen@example.org,Paper Plates,1000
2760,276,39,2,266,delivered,2023-01-11,Taylor,Chavez,dawn31@example.com,Paper Plates,1000
22020,2202,39,2,266,delivered,2023-04-03,Taylor,Chavez,dawn31@example.com,Paper Plates,1000
43118,4311,39,3,266,delivered,2023-06-28,Taylor,Chavez,dawn31@example.com,Paper Plates,1000
2815,281,39,2,122,paid,2023-01-11,Rick,Shelton,tammy33@example.net,Paper Plates,1000
2816,281,39,3,122,paid,2023-01-11,Rick,Shelton,tammy33@example.net,Paper Plates,1000
28111,281,39,3,122,paid,2023-01-11,Rick,Shelton,tammy33@example.net,Paper Plates,1000
17775,1777,39,4,122,paid,2023-03-14,Rick,Shelton,tammy33@example.net,Paper Plates,1000
191811,1918,39,1,122,paid,2023-03-19,Rick,Shelton,tammy33@example.net,Paper Plates,1000
27895,2789,39,5,122,open,2023-04-24,Rick,Shelton,tammy33@example.net,Paper Plates,1000
2820,282,39,2,784,paid,2023-01-11,Melanie,Luna,hoffmankathleen@example.org,Paper Plates,1000
24528,2452,39,2,340,delivered,2023-04-11,Michael,Thomas,ihamilton@example.org,Paper Plates,1000
28251,2825,39,1,88,delivered,2023-04-26,Michael,Thomas,reyesmark@example.net,Paper Plates,1000
2881,288,39,2,519,delivered,2023-01-12,Lynn,Johnson,nelsonrachel@example.org,Paper Plates,1000
5023,502,39,5,519,delivered,2023-01-22,Lynn,Johnson,nelsonrachel@example.org,Paper Plates,1000
8280,828,39,4,737,paid,2023-02-05,Edwin,Gonzales,lucas34@example.net,Paper Plates,1000
14135,1413,39,4,737,delivered,2023-02-25,Edwin,Gonzales,lucas34@example.net,Paper Plates,1000
4744,474,39,5,818,paid,2023-01-22,Christina,Hammond,danny96@example.net,Paper Plates,1000
11608,1160,39,5,818,paid,2023-02-16,Christina,Hammond,danny96@example.net,Paper Plates,1000
190710,1907,39,2,558,paid,2023-03-19,Michelle,Bean,npham@example.com,Paper Plates,1000
34705,3470,39,2,558,open,2023-05-24,Michelle,Bean,npham@example.com,Paper Plates,1000
42663,4266,39,2,558,delivered,2023-06-25,Michelle,Bean,npham@example.com,Paper Plates,1000
35919,3591,39,5,830,open,2023-05-28,Veronica,Santos,grossgabriel@example.org,Paper Plates,1000
41864,4186,39,4,830,paid,2023-06-21,Veronica,Santos,grossgabriel@example.org,Paper Plates,1000
23672,2367,39,4,693,paid,2023-04-07,Cody,Rowe,jamesblack@example.net,Paper Plates,1000
29613,296,39,2,868,paid,2023-01-13,John,Kennedy,luismontgomery@example.com,Paper Plates,1000
29614,296,39,2,868,paid,2023-01-13,John,Kennedy,luismontgomery@example.com,Paper Plates,1000
9167,916,39,4,868,delivered,2023-02-08,John,Kennedy,luismontgomery@example.com,Paper Plates,1000
112510,1125,39,2,524,delivered,2023-02-14,John,English,kimberly95@example.org,Paper Plates,1000
4219,421,39,1,200,delivered,2023-01-20,Anna,Reynolds,haley10@example.net,Paper Plates,1000
19234,1923,39,5,806,paid,2023-03-20,Gina,Salas,david47@example.org,Paper Plates,1000
23537,2353,39,4,532,delivered,2023-04-07,Stacy,Foster,ellenclark@example.org,Paper Plates,1000
323813,3238,39,5,532,delivered,2023-05-11,Stacy,Foster,ellenclark@example.org,Paper Plates,1000
323815,3238,39,2,532,delivered,2023-05-11,Stacy,Foster,ellenclark@example.org,Paper Plates,1000
8155,815,39,3,256,open,2023-02-05,Julia,Roberts,dvillarreal@example.com,Paper Plates,1000
12853,1285,39,3,256,delivered,2023-02-19,Julia,Roberts,dvillarreal@example.com,Paper Plates,1000
27197,2719,39,2,256,paid,2023-04-21,Julia,Roberts,dvillarreal@example.com,Paper Plates,1000
30961,3096,39,4,656,open,2023-05-07,Brittany,Martin,keith42@example.com,Paper Plates,1000
24658,2465,39,4,215,paid,2023-04-11,Nicholas,Norman,katelynoconnell@example.net,Paper Plates,1000
27915,2791,39,5,618,delivered,2023-04-24,Brian,Sandoval,lisa51@example.com,Paper Plates,1000
27364,2736,39,5,361,delivered,2023-04-22,Susan,Miller,josephnancy@example.net,Paper Plates,1000
54414,544,39,5,802,open,2023-01-23,John,Fuller,eric10@example.org,Paper Plates,1000
8611,861,39,2,802,delivered,2023-02-07,John,Fuller,eric10@example.org,Paper Plates,1000
272811,2728,39,1,780,paid,2023-04-22,Amanda,Wright,xgordon@example.com,Paper Plates,1000
3145,314,39,1,349,paid,2023-01-14,Scott,Jarvis,jenniferhowell@example.net,Paper Plates,1000
10801,1080,39,3,349,open,2023-02-14,Scott,Jarvis,jenniferhowell@example.net,Paper Plates,1000
10803,1080,39,3,349,open,2023-02-14,Scott,Jarvis,jenniferhowell@example.net,Paper Plates,1000
3173,317,39,5,520,open,2023-01-14,Kimberly,Cox,hfranklin@example.org,Paper Plates,1000
3178,317,39,3,520,open,2023-01-14,Kimberly,Cox,hfranklin@example.org,Paper Plates,1000
312112,3121,39,1,520,paid,2023-05-08,Kimberly,Cox,hfranklin@example.org,Paper Plates,1000
41042,4104,39,1,520,open,2023-06-19,Kimberly,Cox,hfranklin@example.org,Paper Plates,1000
22649,2264,39,3,939,delivered,2023-04-04,Steven,Bell,whitney59@example.org,Paper Plates,1000
40019,4001,39,4,939,delivered,2023-06-15,Steven,Bell,whitney59@example.org,Paper Plates,1000
36315,363,39,2,89,delivered,2023-01-16,Jason,Watkins,davisbrandon@example.net,Paper Plates,1000
12753,1275,39,2,727,paid,2023-02-19,Barbara,Cunningham,angie02@example.org,Paper Plates,1000
32310,323,39,5,76,paid,2023-01-15,Collin,Howard,breanna85@example.net,Paper Plates,1000
30367,3036,39,4,559,paid,2023-05-04,Joseph,Martinez,stacyanderson@example.com,Paper Plates,1000
3399,339,39,2,381,open,2023-01-16,Donald,Bishop,xbarnes@example.org,Paper Plates,1000
165717,1657,39,2,381,delivered,2023-03-11,Donald,Bishop,xbarnes@example.org,Paper Plates,1000
23128,2312,39,5,249,delivered,2023-04-05,Ashley,Waters,hnichols@example.com,Paper Plates,1000
23129,2312,39,5,249,delivered,2023-04-05,Ashley,Waters,hnichols@example.com,Paper Plates,1000
40750,4075,39,3,249,open,2023-06-18,Ashley,Waters,hnichols@example.com,Paper Plates,1000
29056,2905,39,5,738,open,2023-04-29,Sherri,Andrade,franklinpatterson@example.org,Paper Plates,1000
379816,3798,39,2,738,delivered,2023-06-06,Sherri,Andrade,franklinpatterson@example.org,Paper Plates,1000
3491,349,39,4,636,paid,2023-01-16,Anthony,Cochran,calderonjustin@example.org,Paper Plates,1000
118411,1184,39,5,581,delivered,2023-02-16,David,Johnson,anthony88@example.net,Paper Plates,1000
41446,4144,39,1,581,open,2023-06-20,David,Johnson,anthony88@example.net,Paper Plates,1000
414414,4144,39,4,581,open,2023-06-20,David,Johnson,anthony88@example.net,Paper Plates,1000
352216,3522,39,1,689,paid,2023-05-26,Kathryn,Calderon,ricardogarcia@example.com,Paper Plates,1000
38041,3804,39,2,689,delivered,2023-06-06,Kathryn,Calderon,ricardogarcia@example.com,Paper Plates,1000
380414,3804,39,5,689,delivered,2023-06-06,Kathryn,Calderon,ricardogarcia@example.com,Paper Plates,1000
6363,636,39,5,57,paid,2023-01-26,Ray,Kelley,anncook@example.net,Paper Plates,1000
13864,1386,39,3,996,open,2023-02-24,Clarence,Richardson,chernandez@example.com,Paper Plates,1000
15277,1527,39,2,996,open,2023-03-02,Clarence,Richardson,chernandez@example.com,Paper Plates,1000
18838,1883,39,5,996,open,2023-03-17,Clarence,Richardson,chernandez@example.com,Paper Plates,1000
29020,2902,39,5,409,delivered,2023-04-28,Craig,Harrison,tiffany37@example.net,Paper Plates,1000
3581,358,39,5,141,paid,2023-01-16,Robert,Gray,davidowen@example.org,Paper Plates,1000
35915,359,39,1,997,open,2023-01-16,Amber,Moody,edwardfernandez@example.com,Paper Plates,1000
3613,361,39,2,410,open,2023-01-16,Derek,Donaldson,opotts@example.org,Paper Plates,1000
13050,1305,39,5,834,paid,2023-02-20,Makayla,Lee,katherineburnett@example.com,Paper Plates,1000
130516,1305,39,5,834,paid,2023-02-20,Makayla,Lee,katherineburnett@example.com,Paper Plates,1000
15612,1561,39,4,36,paid,2023-03-03,Jacob,Barker,lindseyglass@example.com,Paper Plates,1000
22324,2232,39,4,36,open,2023-04-04,Jacob,Barker,lindseyglass@example.com,Paper Plates,1000
370514,3705,39,4,36,delivered,2023-06-01,Jacob,Barker,lindseyglass@example.com,Paper Plates,1000
157919,1579,39,3,426,open,2023-03-06,Kathryn,Rivera,jennifer24@example.com,Paper Plates,1000
23347,2334,39,2,426,open,2023-04-07,Kathryn,Rivera,jennifer24@example.com,Paper Plates,1000
32270,3227,39,4,706,delivered,2023-05-11,Gary,Wilcox,yburnett@example.org,Paper Plates,1000
363010,3630,39,5,706,open,2023-05-30,Gary,Wilcox,yburnett@example.org,Paper Plates,1000
4692,469,39,3,561,delivered,2023-01-21,Brett,Patterson,anthonyrodriguez@example.org,Paper Plates,1000
7493,749,39,2,516,open,2023-02-03,Brenda,Johnson,jacobgibbs@example.com,Paper Plates,1000
38015,380,39,5,354,paid,2023-01-18,Ashley,Shaffer,dustinhall@example.net,Paper Plates,1000
42775,4277,39,5,354,open,2023-06-26,Ashley,Shaffer,dustinhall@example.net,Paper Plates,1000
32558,3255,39,4,614,open,2023-05-13,Roy,Crawford,douglas84@example.org,Paper Plates,1000
210816,2108,39,1,185,open,2023-03-29,Jacqueline,Lee,ucisneros@example.com,Paper Plates,1000
389410,3894,39,3,185,paid,2023-06-09,Jacqueline,Lee,ucisneros@example.com,Paper Plates,1000
3847,384,39,5,934,delivered,2023-01-18,Sharon,Ryan,shieldssherri@example.net,Paper Plates,1000
27478,2747,39,3,934,delivered,2023-04-22,Sharon,Ryan,shieldssherri@example.net,Paper Plates,1000
68410,684,39,5,449,open,2023-01-28,Matthew,Smith,carlharrison@example.net,Paper Plates,1000
38611,386,39,1,665,paid,2023-01-18,Marissa,Baker,wwilson@example.com,Paper Plates,1000
340915,3409,39,4,470,paid,2023-05-18,Miguel,Howell,qponce@example.org,Paper Plates,1000
3891,389,39,5,169,delivered,2023-01-18,Drew,Edwards,larry02@example.org,Paper Plates,1000
34289,3428,39,2,169,open,2023-05-20,Drew,Edwards,larry02@example.org,Paper Plates,1000
342817,3428,39,5,169,open,2023-05-20,Drew,Edwards,larry02@example.org,Paper Plates,1000
3901,390,39,5,708,paid,2023-01-18,Curtis,Gibson,castrorichard@example.org,Paper Plates,1000
3913,391,39,2,573,delivered,2023-01-19,Dustin,Stewart,umorgan@example.com,Paper Plates,1000
47810,478,39,2,752,paid,2023-01-22,Michael,Yang,susanjones@example.net,Paper Plates,1000
80215,802,39,3,137,delivered,2023-02-04,Brittney,Parker,sheilaparker@example.org,Paper Plates,1000
4024,402,39,1,593,delivered,2023-01-19,Debbie,Collins,robert87@example.net,Paper Plates,1000
140414,1404,39,2,593,open,2023-02-25,Debbie,Collins,robert87@example.net,Paper Plates,1000
22303,2230,39,4,593,delivered,2023-04-03,Debbie,Collins,robert87@example.net,Paper Plates,1000
368812,3688,39,5,593,paid,2023-05-31,Debbie,Collins,robert87@example.net,Paper Plates,1000
9078,907,39,2,59,paid,2023-02-08,Michelle,Smith,guerrajay@example.net,Paper Plates,1000
23300,2330,39,4,592,open,2023-04-07,Matthew,Ramirez,april87@example.org,Paper Plates,1000
4063,406,39,4,252,open,2023-01-19,Ronnie,Schultz,lisastewart@example.org,Paper Plates,1000
16601,1660,39,2,252,delivered,2023-03-11,Ronnie,Schultz,lisastewart@example.org,Paper Plates,1000
16602,1660,39,5,252,delivered,2023-03-11,Ronnie,Schultz,lisastewart@example.org,Paper Plates,1000
24496,2449,39,5,252,open,2023-04-11,Ronnie,Schultz,lisastewart@example.org,Paper Plates,1000
52212,522,39,3,312,delivered,2023-01-23,George,Mcclain,john32@example.net,Paper Plates,1000
41472,4147,39,1,312,open,2023-06-20,George,Mcclain,john32@example.net,Paper Plates,1000
41512,415,39,5,667,paid,2023-01-20,Daniel,Newman,whiterachel@example.org,Paper Plates,1000
16983,1698,39,3,549,open,2023-03-11,Susan,Kelly,pwilson@example.com,Paper Plates,1000
15813,1581,39,3,268,delivered,2023-03-06,Samuel,Jones,conleypeter@example.org,Paper Plates,1000
4301,430,39,1,986,delivered,2023-01-20,Michael,Turner,veronica93@example.net,Paper Plates,1000
62114,621,39,3,986,paid,2023-01-26,Michael,Turner,veronica93@example.net,Paper Plates,1000
159610,1596,39,3,336,open,2023-03-08,Eric,Blankenship,crystal57@example.net,Paper Plates,1000
4329,432,39,1,29,delivered,2023-01-20,Jennifer,Guzman,christopherbrown@example.com,Paper Plates,1000
16110,1611,39,4,29,open,2023-03-08,Jennifer,Guzman,christopherbrown@example.com,Paper Plates,1000
4360,436,39,5,492,delivered,2023-01-20,Samantha,White,wschneider@example.net,Paper Plates,1000
13914,1391,39,1,68,paid,2023-02-25,Edward,Nelson,rmendoza@example.com,Paper Plates,1000
283811,2838,39,4,68,open,2023-04-26,Edward,Nelson,rmendoza@example.com,Paper Plates,1000
10610,1061,39,1,87,paid,2023-02-13,Tiffany,Zamora,wwatson@example.org,Paper Plates,1000
27380,2738,39,2,87,open,2023-04-22,Tiffany,Zamora,wwatson@example.org,Paper Plates,1000
4454,445,39,2,853,paid,2023-01-20,Paul,Gonzalez,stevendavis@example.net,Paper Plates,1000
16810,1681,39,3,853,delivered,2023-03-11,Paul,Gonzalez,stevendavis@example.net,Paper Plates,1000
9603,960,39,1,547,delivered,2023-02-09,Brittany,Bush,osims@example.com,Paper Plates,1000
4537,453,39,1,767,paid,2023-01-21,Thomas,Mann,williamthomas@example.com,Paper Plates,1000
14265,1426,39,4,767,open,2023-02-26,Thomas,Mann,williamthomas@example.com,Paper Plates,1000
30167,3016,39,1,767,delivered,2023-05-03,Thomas,Mann,williamthomas@example.com,Paper Plates,1000
102810,1028,39,2,1,open,2023-02-12,James,Koch,jason23@example.net,Paper Plates,1000
4572,457,39,5,576,delivered,2023-01-21,Todd,Munoz,kevinschmidt@example.org,Paper Plates,1000
255110,2551,39,4,576,delivered,2023-04-16,Todd,Munoz,kevinschmidt@example.org,Paper Plates,1000
36417,3641,39,3,629,paid,2023-05-30,Lindsay,Scott,edward94@example.net,Paper Plates,1000
255012,2550,39,5,298,open,2023-04-16,Sharon,Smith,fgarcia@example.com,Paper Plates,1000
46716,467,39,3,213,paid,2023-01-21,Thomas,Thomas,simmonsdaniel@example.com,Paper Plates,1000
70410,704,39,5,213,paid,2023-01-29,Thomas,Thomas,simmonsdaniel@example.com,Paper Plates,1000
4688,468,39,1,655,open,2023-01-21,Christopher,Harris,andersonkirsten@example.net,Paper Plates,1000
228410,2284,39,3,655,open,2023-04-05,Christopher,Harris,andersonkirsten@example.net,Paper Plates,1000
4720,472,39,3,455,delivered,2023-01-22,Nicholas,Miller,melissapark@example.net,Paper Plates,1000
33699,3369,39,3,663,open,2023-05-17,Elizabeth,Shaw,danielle33@example.org,Paper Plates,1000
336910,3369,39,1,663,open,2023-05-17,Elizabeth,Shaw,danielle33@example.org,Paper Plates,1000
35103,3510,39,1,663,paid,2023-05-25,Elizabeth,Shaw,danielle33@example.org,Paper Plates,1000
4820,482,39,2,936,delivered,2023-01-22,Robert,Khan,stricklandsusan@example.net,Paper Plates,1000
30548,3054,39,2,882,open,2023-05-05,Donna,Coleman,qbrowning@example.com,Paper Plates,1000
29961,2996,39,3,635,paid,2023-05-02,Amy,Peterson,sherylkemp@example.org,Paper Plates,1000
4913,491,39,3,565,open,2023-01-22,Emily,Williams,cassidy87@example.net,Paper Plates,1000
4918,491,39,3,565,open,2023-01-22,Emily,Williams,cassidy87@example.net,Paper Plates,1000
18769,1876,39,3,565,delivered,2023-03-17,Emily,Williams,cassidy87@example.net,Paper Plates,1000
20027,2002,39,1,565,paid,2023-03-24,Emily,Williams,cassidy87@example.net,Paper Plates,1000
200219,2002,39,5,565,paid,2023-03-24,Emily,Williams,cassidy87@example.net,Paper Plates,1000
13878,1387,39,2,78,delivered,2023-02-24,Randall,Bishop,vcarpenter@example.org,Paper Plates,1000
12920,1292,39,5,680,open,2023-02-19,Peggy,Mueller,matthewcervantes@example.com,Paper Plates,1000
4942,494,39,3,454,delivered,2023-01-22,Michael,Valencia,armstrongjulian@example.net,Paper Plates,1000
31384,3138,39,1,454,open,2023-05-08,Michael,Valencia,armstrongjulian@example.net,Paper Plates,1000
49514,495,39,5,587,delivered,2023-01-22,Linda,Barton,brandy83@example.net,Paper Plates,1000
320714,3207,39,5,280,delivered,2023-05-10,Jon,Ortega,robertmcconnell@example.com,Paper Plates,1000
320717,3207,39,5,280,delivered,2023-05-10,Jon,Ortega,robertmcconnell@example.com,Paper Plates,1000
35940,3594,39,1,280,delivered,2023-05-28,Jon,Ortega,robertmcconnell@example.com,Paper Plates,1000
35945,3594,39,4,280,delivered,2023-05-28,Jon,Ortega,robertmcconnell@example.com,Paper Plates,1000
17272,1727,39,2,164,open,2023-03-12,Christopher,Henry,rnguyen@example.com,Paper Plates,1000
5005,500,39,5,801,paid,2023-01-22,Derek,Gonzalez,prodriguez@example.net,Paper Plates,1000
5007,500,39,5,801,paid,2023-01-22,Derek,Gonzalez,prodriguez@example.net,Paper Plates,1000
50016,500,39,5,801,paid,2023-01-22,Derek,Gonzalez,prodriguez@example.net,Paper Plates,1000
9031,903,39,1,801,delivered,2023-02-07,Derek,Gonzalez,prodriguez@example.net,Paper Plates,1000
50913,509,39,5,711,paid,2023-01-22,Terrence,Allen,rodriguezjonathan@example.org,Paper Plates,1000
34342,3434,39,5,711,delivered,2023-05-20,Terrence,Allen,rodriguezjonathan@example.org,Paper Plates,1000
41412,4141,39,2,829,open,2023-06-20,Traci,Fox,thoover@example.com,Paper Plates,1000
51116,511,39,3,356,delivered,2023-01-22,Katelyn,Anderson,jamespage@example.org,Paper Plates,1000
25172,2517,39,1,356,delivered,2023-04-15,Katelyn,Anderson,jamespage@example.org,Paper Plates,1000
33476,3347,39,3,356,delivered,2023-05-16,Katelyn,Anderson,jamespage@example.org,Paper Plates,1000
37486,3748,39,5,356,open,2023-06-04,Katelyn,Anderson,jamespage@example.org,Paper Plates,1000
374810,3748,39,3,356,open,2023-06-04,Katelyn,Anderson,jamespage@example.org,Paper Plates,1000
38873,3887,39,5,357,paid,2023-06-09,Jennifer,Rodriguez,michellewright@example.com,Paper Plates,1000
5253,525,39,4,145,delivered,2023-01-23,Linda,Ford,davidclark@example.net,Paper Plates,1000
15501,1550,39,2,145,delivered,2023-03-03,Linda,Ford,davidclark@example.net,Paper Plates,1000
5322,532,39,3,180,open,2023-01-23,Amanda,Berry,smithronald@example.org,Paper Plates,1000
25155,2515,39,3,180,open,2023-04-15,Amanda,Berry,smithronald@example.org,Paper Plates,1000
38250,3825,39,5,119,paid,2023-06-07,Michael,Scott,lindathomas@example.org,Paper Plates,1000
38252,3825,39,1,119,paid,2023-06-07,Michael,Scott,lindathomas@example.org,Paper Plates,1000
33504,3350,39,4,359,delivered,2023-05-16,Anne,Prince,handerson@example.com,Paper Plates,1000
33509,3350,39,3,359,delivered,2023-05-16,Anne,Prince,handerson@example.com,Paper Plates,1000
5416,541,39,3,993,paid,2023-01-23,Valerie,Zavala,mullinstammy@example.com,Paper Plates,1000
294413,2944,39,5,758,delivered,2023-04-30,Eric,Castillo,josephsmith@example.org,Paper Plates,1000
5493,549,39,4,800,delivered,2023-01-23,Joel,Carpenter,alexyoung@example.com,Paper Plates,1000
14746,1474,39,3,800,delivered,2023-02-28,Joel,Carpenter,alexyoung@example.com,Paper Plates,1000
35131,3513,39,5,800,delivered,2023-05-25,Joel,Carpenter,alexyoung@example.com,Paper Plates,1000
43204,4320,39,5,800,open,2023-06-28,Joel,Carpenter,alexyoung@example.com,Paper Plates,1000
12245,1224,39,4,435,paid,2023-02-18,Caroline,Chen,darrellhorn@example.org,Paper Plates,1000
5651,565,39,4,488,delivered,2023-01-23,Dustin,Underwood,ngonzalez@example.net,Paper Plates,1000
5656,565,39,3,488,delivered,2023-01-23,Dustin,Underwood,ngonzalez@example.net,Paper Plates,1000
28199,2819,39,1,488,open,2023-04-26,Dustin,Underwood,ngonzalez@example.net,Paper Plates,1000
17647,1764,39,2,61,open,2023-03-13,Derek,Gonzalez,lisapeterson@example.com,Paper Plates,1000
27321,2732,39,2,456,delivered,2023-04-22,Cody,Hoover,robert34@example.com,Paper Plates,1000
36073,3607,39,3,308,open,2023-05-28,Christy,Jones,millerkatherine@example.org,Paper Plates,1000
5693,569,39,2,984,paid,2023-01-24,Ryan,Holden,aprilwalters@example.org,Paper Plates,1000
5702,570,39,2,962,paid,2023-01-24,Anna,Thomas,kerrjustin@example.net,Paper Plates,1000
5725,572,39,1,178,paid,2023-01-24,Betty,Cabrera,stacyburns@example.net,Paper Plates,1000
37306,3730,39,5,114,delivered,2023-06-02,Joseph,Rivas,dianarios@example.org,Paper Plates,1000
5760,576,39,1,416,delivered,2023-01-24,Brandon,Brock,cmorton@example.net,Paper Plates,1000
36191,3619,39,3,416,paid,2023-05-29,Brandon,Brock,cmorton@example.net,Paper Plates,1000
361911,3619,39,1,416,paid,2023-05-29,Brandon,Brock,cmorton@example.net,Paper Plates,1000
37033,3703,39,2,109,open,2023-06-01,Melissa,Moore,nathanweber@example.net,Paper Plates,1000
5830,583,39,2,900,open,2023-01-24,Karen,Young,micheal43@example.com,Paper Plates,1000
79610,796,39,1,900,delivered,2023-02-04,Karen,Young,micheal43@example.com,Paper Plates,1000
36525,3652,39,4,900,paid,2023-05-30,Karen,Young,micheal43@example.com,Paper Plates,1000
5905,590,39,1,782,open,2023-01-24,Katherine,Marshall,michaeldunn@example.net,Paper Plates,1000
7804,780,39,1,782,paid,2023-02-04,Katherine,Marshall,michaeldunn@example.net,Paper Plates,1000
43066,4306,39,4,969,delivered,2023-06-28,Dawn,Hodges,galvananna@example.org,Paper Plates,1000
253012,2530,39,1,245,delivered,2023-04-15,Edwin,Evans,kathrynandrade@example.net,Paper Plates,1000
59610,596,39,5,318,paid,2023-01-25,Lauren,Zavala,michael53@example.com,Paper Plates,1000
16370,1637,39,3,318,open,2023-03-09,Lauren,Zavala,michael53@example.com,Paper Plates,1000
25791,2579,39,3,318,delivered,2023-04-18,Lauren,Zavala,michael53@example.com,Paper Plates,1000
6003,600,39,3,733,open,2023-01-25,Sheila,Freeman,michelemoreno@example.com,Paper Plates,1000
60914,609,39,4,513,delivered,2023-01-25,Cody,Thompson,powerssarah@example.net,Paper Plates,1000
16253,1625,39,1,513,paid,2023-03-09,Cody,Thompson,powerssarah@example.net,Paper Plates,1000
37131,3713,39,4,462,paid,2023-06-02,Colin,Martinez,jackiesmith@example.org,Paper Plates,1000
61711,617,39,1,225,paid,2023-01-25,Maria,Patterson,pamelawatson@example.com,Paper Plates,1000
61717,617,39,1,225,paid,2023-01-25,Maria,Patterson,pamelawatson@example.com,Paper Plates,1000
